Applebee's Grill & Bar	com.applebees.app
Preschool and Kindergarten	com.kevinbradford.games.preschoolgames
World IQ	air.wms.world.iq
MacMan	net.maxters.droid.macman
7-Eleven, Inc.	com.sei.android
King of Thieves	com.zeptolab.thieves.google
Earth Live Wallpaper HD	com.seb.SLWP2b
Airplane!	com.quantumdesigngroup.Airplane
Ride Calculator for Lyft	com.derandecker.ridecalculator
Just Cloud	com.jdibackup.android.justcloud
Snapfish	com.snapfish.mobile
Zebumob	com.zebumob.app
100 Doors Scary	com.mpisoft.supernatural_evil_receptacle_full
App Defender (App Lock)	jp.co.telemarks.security.appguard
My Star	com.mobilepie.mystar
Toddlers Trifling	com.toddler
BookMyShow–Movie Tickets,Plays	com.bt.bms
Showbox	com.showbox.showbox
S+ by ResMed	com.resmed.refresh
BusyBox	stericson.busybox
Best IQ Test	brain.teasers.logic.puzzles.riddles
Laundrapp: Laundry & Dry Clean	com.laundrapp
Tech Database for Hondas	com.linszter.hondadatabase
Libon - International calls	lifeisbetteron.com
Qoo10 Singapore	net.giosis.shopping.sg
Mxit beta	com.mxit
Out of Milk Shopping List	com.capigami.outofmilk
Windy Way	com.tinylabproductions.windyway
GraalOnline Era	com.quattroplay.GraalEra
Kamus Inggris (Kamusku)	com.dridev.kamusku
??? ??, ??? ??? ???? ?????	onse.nspt.potong
NDTV News - India	com.july.ndtv
DSLR Controller (BETA)	eu.chainfire.dslrcontroller
Real Guitar Free	com.gismart.guitar
RollerCoaster Tycoon® 4 Mobile	com.atari.mobile.rct4m
SpotLog	info.rail3d.spotlog
Learn French with Babbel	com.babbel.mobile.android.fr
Lync 2010	com.microsoft.office.lync
Samsung SMART CAMERA App	com.samsungimaging.connectionmanager
Wondershare Panorama	panorama.activity
Horror Escape	com.trapped.horrorescape
Expedia Hotels, Flights & Cars	com.expedia.bookings
Goibibo: Book Hotel Flight Bus	com.goibibo
iStoryBooks	com.infomarvel.istorybooks
Hill Climb Racing	com.fingersoft.hillclimb
XiiaLive™ Pro - Internet Radio	com.android.DroidLivePlayer
Accexio	com.giago.cexio
Yepme - Online Shopping App	com.yepme
Fantasy Warlord	com.gamevil.fantasywarlord.ad.google.ww.normal
Tagstagram Lite	com.tagsapp.law.lite
My Forged Wedding: PARTY	com.voltage.joshige.chkai.en
The Story of Prophet Yunus	com.storyofyunus
G Cloud Backup	com.genie9.gcloudbackup
Mac Address Ghost	diewland.changemac
Mystery _hack	com.screwtape.MysteryHack
Open Camera	net.sourceforge.opencamera
9GAG: Laugh with Funny Pics	com.ninegag.android.app
Farm Story™	com.teamlava.farmstory
Agent Dash	com.fullfat.android.agentdash
Sara's Cooking Class : Kitchen	com.spilgames.saracookingclasslite
HotUKDeals - Official	com.tippingcanoe.hukd
JW Library	org.jw.jwlibrary.mobile
Fantasica	com.mobage.ww.a793.fanta_test_Android
Hearthstone Heroes of Warcraft	com.blizzard.wtcg.hearthstone
DS Super App2SD Lite	com.droidsail.dsapp2sd
Rolly Bird - Can't Fly	com.asab.game.rollybird
FCC Ham Radio Test Prep	com.dauntless.fbf.ama
Restaurant Story: Tropic Bliss	com.teamlava.restaurantstory45
Alarm Clock Xtreme & Timer	com.alarmclock.xtreme
Sports Car Challenge	net.fishlabs.SportsCarChallenge
Words On Tour	com.zynga.wordsontour
3D MMO Celtic Heroes	com.onethumbmobile.celticheroes
INCOgnito Private Browser	com.SL.InCoBrowser
Market Millionaire Enhanced	com.chickenbrickstudios.mm2
Dr. Gomoku	com.ansangha.drgomoku
MeowChat	com.minus.android
Call of Duty: Advanced Warfare	com.activision.codm2
Dayframe (Photos & Slideshow)	cloudtv.dayframe
Fruit Slots	com.moaibot.fruitslots
Learn Korean 6,000 Words	com.funeasylearn.korean
Anti-virus Dr.Web Light	com.drweb
LearnEnglish Podcasts	hk.hkbc.epodcast
Amazon India Shopping	in.amazon.mShop.android.shopping
InstaFollow for Instagram	com.innovatty.instafollow
Mole!Mole!!Mole!!!	jp.co.sic.PokeAMole
MEO Cloud	pt.sapo.android.cloudpt
Phereo 3D Photo	com.phereo
PSN Buddies - Playstation PS4	com.ps3buddies
Next Business Tycoon	com.michael.next_business_tycoon
Pal+	com.liquable.nemo
Glory Wings	com.tongwei.lightning
Rising Super Chef:Cooking Game	com.ministone.game.RisingStarChef
Sniper 3D Assassin: Free Games	com.fungames.sniper3d
Atomic Bomber	org.lukeallen.bomber
Azada: Ancient Magic (Full) CE	com.bigfishgames.azadaamdroidfull
Advanced Task Manager	mobi.infolife.taskmanager
Gin Rummy Online FREE	com.games.rummyfree
ROM Toolbox Lite	com.jrummy.liberty.toolbox
??????LINE MALL???????? ?????	com.linecorp.linemall
R5 Lyrics	com.paper.r5.lyrics
Amazon for Tablets	com.amazon.windowshop
Enchanted in the Moonlight	com.voltage.g.koyoi.en
HonorBound (RPG)	com.juiceboxgames.honorbound
Casino Spin - Wheel Slots	com.bengigi.casinospin
LINE Rangers	com.linecorp.LGRGS
ASVAB Test	com.jquiz.asvab
Intex Service	com.mmt.intex.servicecenter
Four In A Line	cn.bluesky.fourinaline
Word Search	com.xusheng.wordsearch
Wheely	com.wheely.wheely
GUNSHIP BATTLE : Helicopter 3D	com.theonegames.gunshipbattle
Sling Television	com.sling
Smart TV Remote	com.adi.remote.phone
LG TV Remote 2011	com.clipcomm.WiFiRemocon
Earn Recharge Talktime app	com.mojo.theapp
?????	com.tapheroes
Easy Finder & Anti-Theft	com.nqmobile.easyfinder
GUN BROS MULTIPLAYER	com.glu.android.gunbros_free
Swipe Settings Tool Control	com.sunlightweather.free.ics.ultimatesettingstoolswidget
Pocket Trains	com.nimblebit.pockettrains
Big Time - Make Money Free	com.winrgames.bigtime
touchqode	com.touchqode.editor
SwannView	com.SwannView
Crazy Home Lite	com.cdproductions.apps.crazyhomelite
Wowcher – Deals & Vouchers	com.anmedia.wowcher.ui
Plane Finder Free	com.pinkfroot.planefinderfree
Fantatica - Monster Cards	fantasy.monster.card
Cracked Reader Lite	com.cracked.android.lite
Groovebook Photobook	com.photoupload
DosBox Turbo	com.fishstix.dosbox
Speed Taxi Bucharest	ro.mobiessence.android.clevertaxi.speedtaxi
Ustream	tv.ustream.ustream
Tarotia	com.academy.tarot.divinations
100????????????????????? ?????	jp.co.cybird.appli.android.q2s
Garden Island: Farm Adventure	com.modernstark.gardenisland
Efun-Leaders	com.ejoy.sg.efun
Mobile Number Locator	com.sri.mobilenumberlocator
KK Locker (Android L Lollipop)	com.kk.locker
Google Play Movies & TV	com.google.android.videos
Portea - Heal at Home	com.weecode.portea
?? : ?? ????? (??)	com.mnsoft.mappyobn
Iesabel	com.forever.iesabel
Mistress contract<otome game>	com.accelainc.aijin.en.droid
Family Guy The Quest for Stuff	com.tinyco.familyguy
Calorie Counter PRO MyNetDiary	com.fourtechnologies.mynetdiary.ad
SLOTS FAVORITES: SLOT MACHINES	com.slotsfavorites.slots.android
QI4A (source port of quake 1)	com.n0n3m4.Q4A
Revengers--Heroes of SanGuo	th.in.siamgame.ggplay.ppsgen
TWRP Manager  (ROOT)	com.jmz.soft.twrpmanager
WiFi Manager	org.kman.WifiManager
Love Horoscopes	com.dailylovehoroscopes.net
Flipps News & Videos TV	com.bianor.amspremium
4biddenknowledge	com.appbuilder.u821819p1172099
LTC Timecode Generator Pro	com.AaronBernstein.ltctimecodegeneratorpro
The Last Contact - Free	com.doblepalabra.thelastcontactfree
Gunship III - U.S. NAVY	com.phanovatives.gunshipIII.usnavy
Xperia Lounge	com.sonyericsson.xhs
Kingdoms of Camelot: Battle	com.kabam.kocmobile
TXNR for Onkyo AV+BD+TV Remote	com.pocketwood.myav_onkyo_trial
Ghost Hunter (EMF, EVP, SCAN)	com.gregorypothier.AIOGhostHunter
Zombie Frontier	com.feelingtouch.gunzombie
Merchant	bearface.games.merchant
Free Glass GO Keyboard Theme	com.jb.gokeyboard.theme.glass.getjar
Divide	com.enterproid.divideinstaller
Abduction! 2 Demo	au.com.phil.abduction2.demo
Heroes Charge HD	com.ucool.herohd
Arcane Empires	com.kabam.arcaneempires
Immortal War	com.gamezen.iwar
Contacts +	com.contapps.android
Dungeon Trackers	com.joycity.shining
Hotels.com – Hotel Reservation	com.hcom.android
Morse Code Trainer	hunt.morseDit
Piano Master FREE	it.b77.pianomasterfree
Car Dock Home v3	net.cwfk.ig88.carhome3
Shooting club 2: Sniper	ru.coder1cv8.snipersim
OurTime	com.zookees.learning
Call of Mini™ Dino Hunter	com.trinitigame.android.callofminidinohunter
Urban Rivals	air.com.boostr.Air
ITV Player	air.ITVMobilePlayer
Runtastic Six Pack Abs Workout	com.runtastic.android.sixpack.lite
Hailo - The Taxi App	com.hailocab.consumer
Qoo10 Indonesia	net.giosis.shopping.id
MyKad Smart Shopper Discover	my.aj.mykaddiscover.android
Earth Live Wallpaper	com.seb.SLWP
Viggle	com.functionx.viggle
Gummy Drop!	com.bigfishgames.gummydropgoogle
Minions Paradise™	com.ea.gp.minions
Safeways K53	com.mindset.k53
??? for Kakao	com.devsisters.CookieRunForKakao
Fetchnotes	com.fetchnotes.notes
Tax Calculator India 2016 2015	com.quintetsolutions
Swagbucks TV Mobile	com.swagbuckstvmobile.views
Trivia for Supernatural	com.dakinagames.supernaturaltrivia
Southwest Airlines	com.southwestairlines.mobile
Universal Remote for HTC One	com.moletag.htcone.remote
SetCPU for Root Users	com.mhuang.overclocking
Careem	com.careem.acma
mCent	com.mcent.app
Slots - Pharaoh's Way	com.cervomedia.spw
Crusaders Quest	com.nhnent.SKQUEST
Real Steel Champions	com.reliancegames.rschampions
C4droid - C/C++ compiler & IDE	com.n0n3m4.droidc
Underworld Empire	com.kabam.underworldandroid
Buttons and Scissors	com.kyworks.buttonsandscissors.inapp
RPG Elemental Knights(3D MMO)	jp.co.winlight.rpg_eko_gpfr
RPN-16C	com.ameloconsulting.rpn16c
Unlock your phone - INSTANT	com.sdwebs.unlockio
Checkers Online	checkers2.gphone.main
Guess Word	com.hapogames.guessword
Clash of Lords 2	com.igg.clashoflords2
PaigeeWorld: How to Draw Manga	com.paigeedraw.paigeeworld
Play N' Learn Clock	com.dys.time.teller
Sword of King : Excalibur	kings.sword.excalibur
Angel Swift for Smart Phones	air.com.angelbroking.angelswiftmobile
GALAXY Gift Indonesia	com.srin.indramayu
??Project	tw.sonet.wcp
GoStop Lite V0.9 for Android	com.avalon.game.gostop
Kids Educational Game Free	com.pescapps.gamekidsfree
Gale wing	jp.com.tdash.sippuu130727
Mech Conquest	com.hourblastgames.mechconquest
Phrasebook - Learn Languages	com.bravolang.phrasebook
Littlest Pet Shop	com.gameloft.android.ANMP.GloftPEHM
aCarputer GPS OBD2	net.adyno.acarputerdemo
Aztech IP Cam	com.ipcam.AztechIPCam
Number Fixer	com.maplekeycompany.apps.numberfixer
Verizon Tones	com.vzw.hs.android.modlite
Fly Nano Fly	com.naoplay.flynanofly
SkipLock	com.benhirashima.skiplock
Wild Blood	com.gameloft.android.ANMP.GloftWBHM
MessageBird	com.btdstudio.messagebird
Aircel Pocket Payment	com.aircel.pocketpayment.android
Virgin Mobile My Account	com.virginmedia.android.youraccount
Iron Knights	com.actoz.mb
Truecaller - Caller ID & Block	com.truecaller
Bounce - The Minicab App	com.bouncecars
Nyko Playground	com.xtremelabs.nyko
Dealoka	com.dealoka.app
Swapper for Root	org.azasoft.free.swapper
Pet Bingo by Duck Duck Moose	com.duckduckmoosedesign.pb
Wynk Music: Hindi & Eng songs	com.bsbportal.music
X11-Basic	net.sourceforge.x11basic
Garmin Tracker™	com.garmin.android.apps.gtu
Football Manager Handheld 2015	com.sigames.fmh2015
L17 - Logbook - intracked	com.intracked.l17
Fruit Game - For Babies	com.babyfruitgame
Elune Saga	com.gamevil.elunesaga.android.google.global.normal
MonsterCrafter	com.naquatic.monstercrafter
DLC Simulator	com.swallowstail.dlcsimulator
Free Recharge CashBoss	in.coupondunia.cashboss
Tophatter: up to 80% OFF!	com.tophatter
Mede8er Smart Remote (Full)	com.mnc.mede8er
EVA - Voice Assistant	com.bulletproof.voicerec
No Limit Drag Racing	com.numbthumb.nolimit
SpareCash	com.sparecash.app
Servers Ultimate Pro	com.icecoldapps.serversultimatepro
Mini Toss	com.igg.minitoss_en
Real Basketball	net.mobilecraft.realbasketball
Update me donate	com.acquariusoft.UpdateMe.donate
Paradise Island	com.seventeenbullets.android.island
Health Mate	com.withings.wiscale2
Kickbit, Free Mobile Data	com.aquto.kickbit
MinuteCast by AccuWeather	com.skymotion.skymotion
Lynx BirdTicks SAF	com.lynxnature.lynxbirdtickssaf
Entertainment Coupons	com.entertainment.coupons
Field Trip	com.nianticproject.scout
Slidejoy - Lock Screen Cash	com.slidejoy
?My Sweet Proposal?dating sims	jp.arismile.o17a142
Wild City (Mafia RPG)	com.anansimobile.city_en
Logging Quest 2	com.shirobakama.logquest2
Touchsquid GR PRO Remote	Remote.Touch.Squid
Knights & Dragons - Action RPG	com.iugome.lilknights
My Call Duration	com.aaarju.calls
Guitarist	the.guitarist
Genius Baby Flashcards 4 Kids	com.eFlash2
Audubon Birds of North America	com.audubon.mobile.android
ShopClues: Online Shopping App	com.shopclues
Glovebox - Side launcher	com.fb.glovebox
Spades!	com.bytesequencing.spades_ads
UPlayer	com.nimblesoft.uplayer
Sea Stars	com.hotheadgames.android.seastars
Kung Fu Master 3D	com.mobgame.mvlen
Make Money : Win Prizes	com.elixir.makemoneyrain
BroadcastMySelf	sa.broadcastmyself
dreamDroid	net.reichholf.dreamdroid
Square Register - POS	com.squareup
Mp3 Media Converter	com.MediaConverter
Crackle - Movies & TV	com.gotv.crackle.handset
100 Doors 2013 GUIDE	com.gipnetix.stagesguide
???????????	jp.co.happyelements.kimisaki
Fuel Buddy - Car Mileage Log	mrigapps.andriod.fuelcons
Marine Navigator Lite	de.kemiro.marinenavigator
Man Up Leadership	com.superurchin.manup
QR Droid Code Scanner	la.droid.qr
NETGEAR Genie	com.dragonflow
Gallery	com.flayvr.flayvr
Connect Four Online	connect4.gphone.main
Shooter	net.kndy.shooterfull
Clash of the Damned	com.creativemobile.cod
Epic Cards Battle(TCG)	com.momostorm.ice
Comic & Meme Creator	com.tiltedchair.cacomic
Big Hero 6: Bot Fight	sg.gumi.bh6
German Practice	com.jquiz.german
Kids game: baby phone	com.oki.phonenew
magicApp Calling & Messaging	com.magicjack
Shall we date?: Ninja Love+	com.nttsolmare.game.android.nlp
Plants vs. Zombies™ 2	com.ea.game.pvz2_na
AirFox free	com.tangogames.riverraid
AdventureQuest Dragons	com.BattleOn.Dragons
Celestial Glory LDS MMORPG	com.cheek.celestialglory
Judi Knight	com.obv.google.judiknight
Video For Kik	com.nixpa.kik.video
Can you Escape: Floor Terror 2	com.neopressg.EscapeTheFloorTerrorD
Spartan Combat	com.servesilicon.spartan.combat
My baby Drum	com.dokdoapps.mybabydrum
Jakpat Pulsa Gratis	com.git.jakpat
The Economist	uk.co.economist
Pocket Heroes	com.droidhang.ph
MorseCodeMakerPro	com.androiddesigners.morsecodemakerpro
Cash Money Online	co.cashmoney.mmo
Fantasy Manager Football 2016	com.fromthebenchgames.fmfootball2015
Codewords	com.teazel.codeword.full
Cordy 2	com.silvertree.cordy2
Google Analytics	com.google.android.apps.giant
Bomb Me	com.efun.bombme
Poshmark - Buy & Sell Fashion	com.poshmark.app
8 News NOW | KLAS-TV Las Vegas	com.doapps.android.mln.MLN_bffc98347ee35b3ead06728d6f073c68
Ultim.Team Card Creator	com.quantumdust.ultteam
Lies Of Astaroth	air.com.ifree.cardEN
Forbidden Brakes Lite	com.forbidden.brakes.demo
Lowrider Car Game Pro	com.Stop4Sanity.LowriderCarGamePro
Coin Dropper Dodo Bird	com.nobstudio.coindropper
Via - Smarter NYC Ridesharing	via.rider
Task Killer	com.androidrocker.taskkiller
Fiverr	com.fiverr.fiverr
Virtua Tennis™ Challenge	jp.co.sega.vtc
Google Play services	com.google.android.gms
DomiNations	com.nexonm.dominations.adk
Sweepstakes gift cards money	coolfuture.sweepstakesmoneyrewards
Dreamy Days in West Tokyo	com.voltage.g.koiir.en
ACC Football Challenge 2014	com.naquatic.accfootball2014
Cars: Fast as Lightning	com.gameloft.android.ANMP.GloftCAHM
Glucose Buddy : Diabetes Log	com.skyhealth.glucosebuddyfree
File Converter	com.icecoldapps.fileconverter
QuikWallet - Pay Everywhere	com.livquik.quikwallet
Music Score Pad -Plus Notation	com.fmfmmusicapp.musicscorepad.plus
Zombie HQ	com.rebellion.zombiehq
Just Get 10	com.veewo.Get10
Hushed – Number, Texting, Pics	com.hushed.release
Restaurant Tycoon	com.appon.restauranttycoon
Casino Shark	biz.StarStruckStudios.CasinoShark
Knowledge Base for WoT	com.enigmapro.wot.knowlege
Medisafe Meds & Pill Reminder	com.medisafe.android.client
Carrier Landings Pro	it.rortos.f18carrierlandingiipro
Foursquare - Best City Guide	com.joelapenna.foursquared
Brave Trials	com.igg.bravetrials
Marvel Comics	com.marvel.comics
Shooting club	ru.coder1cv8.shooting
Wonster Words Spelling Phonics	com.sx.wonsterwords
Perk Scratch & Win!	com.perk.scratchandwin.aphone
beIN SPORTS	ptv.bein.mena
Postmates	com.postmates.android
Spelltorn, Clash of Fates RPG	com.twoxlgames.spelltorn
Shall we date?:Blood in Roses+	com.nttsolmare.game.android.biref
Rooting Guide	com.appz.rootfsinfo
Age of Ishtaria - A.Battle RPG	jp.co.siliconstudio.ageofishtaria
War (Card Game)	com.shaddow.War
Strategy & Tactics: WW II	com.herocraft.game.ww2
???????	jp.co.ponos.battlecats
Super Clock Widget [Free]	upper.duper.widget.superclock
Road Warrior: Best Racing Game	com.mobjoy.roadwarrior
Clash of Slots	air.com.productmadness.atlas
Lexia Reading Core5	air.com.lexialearning.core5
SHADOWGUN THD	com.madfingergames.shadowgun_thd
AstroTab Free	com.zodiacomputing.AstroLab.free
Wireless Audio - Multiroom	com.samsung.roomspeaker
Bubble Popper	com.bytesequencing.bubble_popper_ads
Khaleej Times	com.khaleejtimes
Adam's Battery Saver	de.szalkowski.adamsbatterysaver
QuickBooks GoPayment	com.intuit.intuitgopayment
myMetro	com.nuance.nmc.sihome.metropcs
Night Owl Lite	com.NightOwl
Farm Clan™: The Adventure	air.com.g5e.bravetribe
Redeem UV Free	com.andromo.dev299464.app311482
Cookie Collector 2	com.pixelcubestudios.android.cookiecollector2
Keller Williams Real Estate	com.smarteragent.android.kw
VMS - Video Messenger	ironroad.vms
English Course free	com.cursodeingles
KNM Radio	com.cr.knmradio
BBM	com.bbm
Wiatrack for GpsGate	de.wialonconsulting.wiatrack.gpsgate
365 Wallpapers	com.mufix.wall
Electro Girl (Card Battle)	com.ggee.vividruntime.gg_1655
AMC Security - Antivirus Boost	com.iobit.mobilecare
Yatzy +  Generala +10000	com.nextarsoft.generalagratis
Shall we date?:My Fairy Tales+	com.nttsolmare.game.android.mftef
Pokemon FunBlast! Trivia LT	funblast.pokemon.lite
Audials Radio	com.audials
Is it Kosher?	com.kosherdev.koshergator
God of Light	com.playmous.godoflight
Morse Decoder for Ham Radio	com.wolphi.cw
HTC Service Pack	com.htc.sense.hsp
Free Prints	com.photoaffections.freeprints
Gumtree	com.gumtree.android
Top TopUp: Send Free Recharge	com.textmeinc.topup
Pro Zombie Soccer	com.supermegateam.prozombiesoccer
LG Remote	com.lge.hms.remote
Memrise Learn Languages Free	com.memrise.android.memrisecompanion
Pocket Pond 2	com.johnmoff.PocketPond2
Followers+ for Twitter	com.innovatty.followersplus
The Rolling Dead	com.orbotix.rollingdead
Raiden Legacy	com.dotemu.raidenlegacy
Amazon Shopping	com.amazon.mShop.android.shopping
Voice Recorder	com.triveous.recorder
Bible-Discovery	com.biblediscovery
TinyOwl Food Ordering	com.flutterbee.tinyowl
MessagEase Keyboard	com.exideas.mekb
Perk Wallet	com.jutera.perkwallet.aphone
Star Girl	com.animoca.google.starGirl
Lame4Android	com.intervigil.lame
Logo Trivial Quiz	com.quizlogo
Android System WebView	com.google.android.webview
???ONLINE	com.digitalcloud.gosonline.tc
Hex Editor Free	tuba.tools
Fast & Furious: Legacy	com.kabam.ff7
Maleficent Free Fall	com.disney.maleficent_goo
Weaphones™ Gun Sim Free Vol 2	air.com.oranginalplan.weaphonesvol2free
Fantasy Heroes	com.userjoy.RD11109MAM
Pocket Knights	com.D9.hero.zqgame.en.andriodgpnew
LINE I Love Coffee	jp.naver.SJLGCOFFEE
Android for Work App	com.google.android.apps.work.core
Doodle Army 2 : Mini Militia	com.appsomniacs.da2
Defender II	com.droidhen.defender2
ROM Manager (Premium)	com.koushikdutta.rommanager.license
Karepet GAMES [Dating games]	jp.karepet
Nightclub Story™	com.teamlava.nightclubstory
Joe's Universal Flight Chart	ifc.chart.flightChart
Doodle Bowling	com.gameresort.plugin
PicsArt Photo Studio	com.picsart.studio
Live Hold’em Pro – Poker Games	com.dragonplay.liveholdempro
Mr.Space!! Lite	jp.co.ponos.mrspacelite
???????[????]	com.gameone.RTOCard
Jom Jawi	air.JomJawi
